race,voucher,credit_score,eviction_history,criminal_history,income_stability,monthly_income,approved,employment_years,savings_ratio,rental_history_years
White,0,729.8188561557018,0,0,96.24191327722065,6099.7986654693905,6.1177695567224415,9.186617081861293,0.18401450535896158,4.283585747608887
Hispanic,1,707.5365158112763,0,0,64.88520138474009,1167.228788876059,3.4973858051096576,6.033223717153599,0.07857558387704446,5.4508286470267215
Black,0,613.2008283000966,0,0,84.42940067837931,2798.538157607234,4.8070202200005685,9.883111485022468,0.17266309545287029,4.210079579142012
Black,1,565.211599455744,0,0,48.97042191118582,867.4652492549685,1.8849561724119044,2.1609169084582396,0.2876996864990434,3.314708916765867
Black,1,595.089309036174,1,1,55.728017943623094,2062.134879836673,2.506605911845238,5.047447253264951,0.10245678294749011,4.050597885404514
White,0,675.7793476912394,0,0,95.19378182951954,5375.778458047991,5.866623631462652,9.380803976850698,0.17928174828792368,4.926865463321001
White,0,678.9755606130211,1,0,88.33130328398344,5011.112218000861,5.049227396293153,6.6449829490216175,0.15295188729374157,1.319714529125195
Hispanic,1,627.2067061553687,0,0,65.06410341379137,1710.191120768411,3.3057652309904824,4.242914292489075,0.17086819788158028,2.912374608887939
White,1,728.294580430112,0,0,66.24437597906945,2655.822978609378,4.16698990865026,8.81180910905889,0.16092297370243702,4.398905688695804
Hispanic,0,660.6115402497044,0,0,72.70909896616847,2526.7216121922233,4.299234922277054,10.37818626215478,0.16994009273819305,3.0165218064406103
White,0,804.7380994521932,0,0,85.70252723543625,5121.179275114419,5.429020618741338,3.7577272917592817,0.14249730711763545,3.5913532913478172
White,0,743.1497851716343,0,0,87.2754737379062,4797.91515415477,5.403923053455007,4.983955876666647,0.14237265744080518,5.369456987162556
White,1,709.9715304707375,0,0,65.07437138809915,3091.7109393742026,4.089718390234716,7.570057654695316,0.17595403040841903,5.013259440575085
Hispanic,0,577.1148009835791,1,0,72.24677471912847,4025.6806884167245,3.9026034593264916,6.831913176145067,0.1851569871439574,3.4371791813420014
Black,0,515.1979058277036,0,0,81.4820478465649,3579.5619224739594,4.244187468174989,5.335207583333475,0.1512525038484932,3.5824424314543464
White,0,783.2205870267635,0,0,67.41802709973074,4619.213972249279,4.3708743279112285,5.495580631366007,0.08923196763539072,0.0
White,0,758.8497048687527,0,0,65.71133849550338,4118.959728644358,4.51621455349525,11.532979309963384,0.060806628479797745,2.1288008945279557
White,0,732.8572891851268,0,0,83.36321809621685,6354.089977923432,5.298287534985261,4.663582527589567,0.16134714372573059,5.040065809609094
Hispanic,0,599.4812083683603,0,0,66.83976928053796,3052.7456761334993,3.8742269547647266,11.498653583957616,0.05812318488992975,0.0
White,1,724.0932878245959,0,0,61.10788854803236,3632.1746408868744,3.7709018441693214,4.492427848501665,0.09961754203375132,2.1996205764590284
Black,1,463.3924759873748,0,0,40.62454218555592,800.0,1.320897864156471,6.051827602575603,0.08072895582125977,4.1997698858695065
Black,1,578.0790028499343,0,0,48.29085622315229,1245.9360110486812,2.166715155082981,5.280086143423784,0.0694213740576273,1.86296226950901
Black,1,618.1846932918509,0,0,56.60611302155168,1484.1119153789791,2.6915528719518913,3.679379188677629,0.10516702214022194,1.0317782499509542
Hispanic,1,540.4411739046066,0,0,53.011338195580066,2171.0684276420925,2.377231509213132,2.0504079464364637,0.08391804386915877,0.5696850499246646
White,0,675.6779750450377,0,0,80.33551596818242,5330.640591102016,5.073012545741258,9.871978248338142,0.16552128504741523,2.619254351756942
White,1,717.5182027874104,1,1,77.28466490423543,3821.5804600596693,4.32558559235127,5.403265874680292,0.1713470048946819,5.087797973900491
White,1,703.8154641544662,1,0,60.426870934432955,2386.6460100681998,3.2733461062549916,2.4715320363112245,0.03193598574521034,6.254763394982055
Black,1,627.0602125890088,0,0,63.54199648612816,2244.5078249231465,3.4310152544450925,4.83568828101929,0.09207394611178915,4.241831070963885
Black,0,515.6038358785197,0,0,59.25501610341192,2395.6465467669273,2.9332112745437953,5.116628047410795,0.16505093695180217,4.107628584256295
Hispanic,1,599.9799444504579,0,0,55.05119341820681,2322.1576450267366,2.9352232461618284,5.59928237488761,0.14291634738692024,2.548219337570915
Black,1,634.1558266589943,0,0,41.73565172692004,877.7142370241422,1.755195197135247,2.0710958897503695,0.0,5.0598743644246
White,1,680.3083389680455,0,1,67.84511982521644,2661.9495437053715,3.5931482876477676,2.839666447769728,0.18454859165312373,3.9034569336825666
White,0,671.4665814291701,1,0,74.08356359736479,4809.568180260862,4.25504874412277,5.154907343103835,0.0807120731506551,2.7740712301898274
Black,0,647.4942611071858,0,0,71.53547976423916,3022.510462928115,4.17017964308959,7.696159767396984,0.14818834305984369,3.4459372296069333
White,0,682.4608625685923,0,0,82.82377751199515,5124.059579676299,4.993256610607464,6.594231165979922,0.21997462554859806,1.0960974942069774
White,0,676.9264093244747,0,0,90.42746632841343,7014.791206590052,5.503485701518487,5.83893711830739,0.1879415103123742,1.9513783962585411
White,0,698.6466940880113,0,0,60.89021621454742,4981.3358174210025,3.8942076668439456,4.226069048856305,0.16079893587873045,4.028227375938325
Black,1,698.0180165290726,0,0,38.94366596937212,800.0,1.6236835682581294,0.47879940614484084,0.0,3.189009842183467
White,0,792.2967503919158,0,0,85.44612504184038,6272.470560428034,5.547037690895145,4.979548141895734,0.1860155142967945,3.5296695944393806
Hispanic,0,586.7692681378923,1,1,89.92609947464035,4404.491947526402,4.509635680191248,4.2604470214817685,0.19097598778582547,2.6279401537629603
White,1,770.5472201919738,0,0,42.1491550533065,1510.127848587058,2.6882444688732874,8.136293411143514,0.15188323244516444,1.897709121839308
Hispanic,1,725.2719200350359,0,0,49.559140641761594,1690.2894414331674,3.1186547326569958,8.286872302583784,0.1110775578460362,6.370930873340188
White,0,691.0277507541125,0,0,84.12114300730602,5943.756666445338,5.013660710365299,3.0800822959262786,0.09518753711939515,2.4794404021897325
White,1,742.1579277098708,0,0,68.54772868628008,2727.2700263766937,4.052464263688792,5.27369201597571,0.13282515211562745,0.8904367169683365
White,0,674.224628059334,0,0,87.55027793519648,5924.656753448633,5.347086767500947,6.897460770531325,0.14443872658716628,3.0875860201047325
Black,0,624.9401262560172,0,0,66.71890711639759,2449.4316097627343,3.5478001005111746,4.639129960229522,0.1514442085266829,1.6801122438766802
White,0,686.1652973513928,0,0,82.52892795690309,5571.440255376344,4.896989902403791,3.928085403115868,0.06522978603821182,1.5287760969236484
White,0,769.7898109117964,0,1,93.83057398581605,4935.211592694228,5.725536014588099,9.246605062227713,0.16501992386081996,1.5025294053793976
White,0,625.9581764538683,0,0,83.94544034316674,4992.598707022705,4.912437539880041,7.252131435680996,0.15102095203857382,1.7630380618272785
White,0,745.604173243573,0,0,95.69685680977757,5114.480834041799,5.880143875319275,6.4561925993688165,0.1830195873832518,3.274952362061359
White,0,725.2602630947473,0,0,87.45635832802803,6002.8411662633525,5.578328123207455,6.41907364867747,0.21107247936543827,6.198451009741298
White,0,673.4956972547785,0,0,76.63564422387994,5065.937639524604,4.6058591407708445,3.4434437974898655,0.022098290126358833,5.499901981612112
Hispanic,0,636.4346324251967,0,0,92.89438711077374,4610.621924282328,5.330699572768063,6.558802957638396,0.10807036138771656,2.409339125759349
Black,1,583.8521570323522,0,0,61.52880371472288,2250.8796510117472,3.0354113617345044,3.4074383992290858,0.1956647423573723,0.717561191750165
White,0,735.0369270379194,0,0,82.3018080622922,4965.9260553856975,5.130798129155801,5.620467550383724,0.06851584289166009,3.959767052678996
Hispanic,0,653.3251876389653,0,0,81.64763089724363,4605.567452709646,4.963075562723071,8.857581196633639,0.1524246387688046,3.250451995380572
Hispanic,0,709.6663420540638,0,0,77.5786161729496,5480.360717822879,4.8283429270055915,5.282279507708761,0.17644587236618245,2.796563507493822
White,0,753.9530786347335,0,0,84.96366243634967,6002.424370571382,5.548986904003432,7.570813781506434,0.061683191780959906,5.085212893133116
Hispanic,1,613.9956447034714,1,0,71.25930330634057,2278.4041976647995,3.518041777052851,5.994656860730443,0.11141561516124682,0.0
Black,0,496.07609048880244,0,0,64.06270806314258,2260.967771603784,3.3105839302757665,7.853389684608748,0.17224707110258394,7.035708085942652
White,1,738.96200506105,0,0,62.69343831131951,3033.1532025079273,3.710818529298173,1.3227402027118376,0.11674779117638474,4.390620525213468
Hispanic,0,684.7055330671542,0,1,87.93148075021271,4532.848547524881,5.344556177391465,10.92965388331983,0.18329427254460634,5.739221229027974
Black,0,589.1317381995949,1,0,81.30164692266116,3963.2722011905244,4.096312093398353,1.7429577192040853,0.1202435973268425,2.567494069652588
White,1,716.9774978367183,0,0,68.06512206469795,2764.5200000594687,4.08569813109159,7.047521620274608,0.11517437297278828,2.189935770292554
Black,0,510.9597589322301,0,0,82.09279538888994,3303.1847456861806,4.278340992679274,8.631548706770715,0.11709081496517362,0.1277813058833588
Hispanic,0,670.5670964627046,0,0,77.63866020902945,4160.035672407844,4.676885290492878,6.7129231254759825,0.10476884646581623,4.150216653536161
White,0,690.1317886041915,0,1,85.1304786741025,6023.314184531457,5.250928803326788,8.658253543243196,0.1244746246742523,5.8392895559891524
White,0,744.2080088983739,0,0,87.88894630784486,4734.806227796427,5.5186120591560766,6.714234054424057,0.14281646734012618,5.406453965855267
White,0,682.03003945914,0,0,78.76758061148867,3004.7764512352915,4.639929702569526,7.1507344800805255,0.1730475263930319,4.524504568563434
White,0,769.8249835100083,0,0,68.0294499517359,3425.304962231399,4.378146727317557,6.908878486849179,0.19833067562455814,2.983408065025869
White,0,697.8600514141517,0,0,100.0,6351.070532667042,6.171053620071521,7.927283259071696,0.10506252877215452,4.6603068882485195
Black,1,657.4219239032386,0,0,67.00800819428451,1974.8924719117047,3.505206167715734,3.1130276423711933,0.11599535786296854,2.892394171928281
White,0,748.2160280413333,0,0,63.4013214974221,3466.1807454761247,3.9880126939427045,5.463869925137385,0.21265788843965366,2.010089460826498
Black,1,557.8609707243274,0,0,56.485475277112926,1567.758855532878,2.6075153092745196,3.44181828252443,0.11494468132190938,3.885286532980231
Black,1,621.0081392373722,0,0,61.518415719803556,2714.4755087102394,3.4144837236967813,5.1901104474674185,0.10001847419384632,3.784389743905211
Black,1,668.7946202144032,1,0,48.951256009908164,800.0,1.946499998474995,1.1496963747474571,0.09834318359795365,5.413274853655018
Hispanic,0,644.492916724449,0,0,66.95862311839312,3432.401901664551,4.006041922467836,8.13039441167506,0.08948081458268345,3.189232952414359
Hispanic,0,669.2760974325646,0,0,84.51021336178155,5051.4855669256885,5.135298688043889,7.706612879654739,0.10831159589662208,3.102010470056364
White,0,744.8159841003932,0,0,69.79259789791702,5107.241390351547,4.701607055544006,9.255872319987644,0.18060694899812374,2.60923182391881
Black,1,638.4212396326748,0,0,57.35865065749571,2221.341901213729,3.285963336125465,8.152715092581847,0.07047985212237395,3.298124422118498
White,0,770.8884098897569,0,0,82.65107094512243,4907.6120395945945,5.319021705475963,8.348598492074208,0.12247978464833291,1.5429021626685653
White,0,760.1982338397116,0,0,87.84536237529834,5449.499090979397,5.585501324479956,7.185948314182008,0.3008783810517164,2.38025569754591
White,1,734.910866386041,1,0,61.255995520010934,3440.709271858506,3.685397959871495,5.96352541814729,0.1393709125729507,3.033953344899049
Hispanic,0,631.1118763622916,0,0,82.069754644706,3749.642159667662,4.586420185692503,5.002406249988654,0.1209108732990112,2.2772744498574924
Hispanic,1,613.5245658308245,1,0,78.91455115269221,2546.9846193017684,4.015853430078324,6.163340232558013,0.17705029894218685,1.4671933045271721
Black,1,529.4910364775818,0,1,51.242820909462836,2130.4478395849483,2.221370058563,4.846344597977068,0.11077628142119858,1.658644393174579
White,0,640.9015608007295,0,0,72.75560239896724,4769.940868706169,4.591870662154197,11.440703588252983,0.09906616931448303,2.209269900406091
White,0,694.1634945021799,1,0,78.86857463369024,5411.602189183894,4.8217475327683665,8.257618280216517,0.16700230241201244,3.933337092787292
White,1,746.5511479005446,0,0,89.83765992587507,4819.698509575995,5.43553349849831,5.5359375984214765,0.17887469654040986,0.6931881163025326
White,0,731.0739289664529,0,0,81.75413641826411,6384.318383024779,5.134272551690708,3.866404085030033,0.04051465700594159,4.0828642313647165
Black,0,680.4150331602723,1,0,74.73731660768657,2543.2993171053986,4.227208984580384,9.44478687530115,0.18148231045554708,3.3264216870374157
Black,0,624.712750729733,0,0,61.85928777507817,2359.0263295197547,3.6708970819437883,10.77612048249165,0.1946713217517397,4.17930333822468
White,0,805.2838979041227,0,0,70.17583759519063,3856.2682185637473,4.598327509464854,7.707131675781626,0.14802482853364315,0.0
White,0,708.1727539395445,0,1,66.00626953854498,4133.405297165766,4.038119136083164,8.36020136668586,0.18482311922132685,2.249498849252873
Black,0,674.2203194621495,0,0,60.27596260389379,3760.2185689433304,3.6316550497481432,5.646417916338255,0.17826896232334705,1.1509551754551048
White,0,750.5267689225618,0,0,81.88670447509999,5212.386113179705,5.126097256689438,6.506453737058204,0.14830460278818464,0.37074937539078645
Black,0,592.2121045772496,0,0,67.37964778158562,3298.92064313452,3.8872380613418014,8.03719346891506,0.07647946245112952,4.63585887479935
Black,0,627.4198467351498,0,0,62.50333049054086,4137.118011370701,3.8850070153942067,7.72256421240079,0.12580003147529423,5.636658141110253
White,0,789.7574272097671,0,0,68.22163644923697,4492.475390375318,4.530856654147655,6.092116905556947,0.12201110760352157,2.714402670608469
Hispanic,0,685.9647876192741,0,0,61.492025773893154,2467.0853702151676,3.631153492145315,8.068226816423572,0.12476642701805363,1.3179143587171764
Hispanic,0,674.4693515942001,0,1,65.38477312670786,3309.9174677716405,3.65215559821376,4.998619767317029,0.29945579605376116,2.8293493563009795
Hispanic,0,662.7084884519412,1,0,72.95139365728615,3835.1221628640387,3.986109630876544,4.146409934351647,0.2431078981458249,1.6031178083418818
Hispanic,0,684.95504754458,0,0,69.95634799619393,3282.912032628994,4.3116777576812915,8.3018632449999,0.08790033993911342,4.819472126239884
Black,0,565.5731652665605,0,0,72.78745754130064,1752.4527494663607,3.6342155123875632,7.199524337534798,0.169488004940852,1.8093012104263357
Black,1,568.7058550595982,0,0,53.32368474511636,992.4149885899817,2.4235015655886993,7.288409595808272,0.2345535959765528,2.9817557501373635
White,1,726.4160131838883,0,0,59.6686273226024,2760.891020584197,3.720187974768428,5.682264442522215,0.05573233506197199,5.55271328730005
Black,1,490.7966151286065,0,0,63.745876458098074,2218.5552740404773,3.1325496463784495,6.373676266530276,0.07662423744419058,5.267574860621912
White,1,708.3480112130541,1,0,52.78263630307491,3219.50508056538,3.0397700868475144,3.7639698552555587,0.17528189522244886,2.9798483008020105
Black,1,690.0661237814455,1,0,55.90110429231086,1918.4693673355187,2.8003700637587627,2.671376451205581,0.03731116592880801,2.808046582889957
White,0,696.6096078907947,0,0,88.68054654227777,5666.286755573321,5.491516178741616,7.970923445849135,0.1868148035234482,2.615690358991502
Hispanic,1,689.6436868131015,0,0,57.36294694423446,1717.1168563154145,3.1771302277278446,6.312149930970991,0.046015599568042465,2.1141129571883646
White,0,658.5496181388276,0,0,60.237839356096885,4300.071529236913,3.9128347696364414,9.738706735155535,0.14019420699061635,3.154873550925639
White,0,599.5521410752463,0,0,69.15529376421216,3480.5275048160634,3.9787014002115084,8.077733648338459,0.14540191470649835,2.7729042965857182
Hispanic,0,660.87690359392,0,0,67.8186234123727,3978.988979834888,4.182501402581173,7.183342765675527,0.17250471607173024,4.761457653581035
White,0,705.6309127492642,0,0,74.87181190543657,4833.276639697981,4.564921454169029,6.136727131828124,0.07634053295339145,0.0
White,0,716.488810401441,0,0,57.94064820085622,3293.036567681896,3.7452629206675425,8.267274143965366,0.0793735489752721,2.8449167856869213
White,0,711.4351718426179,0,0,81.76212705638623,4855.781073881395,5.223347691338582,8.873640087148516,0.10430097022212609,5.148688535194604
White,0,738.4387894574321,0,0,83.8192167000301,5701.464721151278,5.495732888831428,9.227483464466243,0.09754864539731242,4.772449821837887
Hispanic,0,633.1350841416645,1,0,85.06250799432715,4977.427377669671,4.94148849140787,8.260611832914853,0.15591085509637714,5.173810065086029
Black,1,576.5270628454575,0,0,68.70138904804557,2653.5755191030753,3.5586900595620303,3.679848533798713,0.13111202792096915,3.8711604996462237
Black,0,625.3629637560579,0,0,59.745301556017395,2448.111170112127,3.2754494178988622,5.63531114821388,0.16283399559280454,2.4931468650430446
Hispanic,1,657.9281299540954,0,0,56.749035285290745,1692.043806665503,3.0792836276644593,4.866294284896966,0.0722342209847173,5.6223994297078725
White,0,739.7966620173048,0,0,82.85281951167494,5797.450784120199,5.2534632994722585,6.008355526337097,0.17450217002728152,2.993402885727999
White,1,689.3403847816934,1,0,88.60882171812966,4409.134488869575,4.827303815203962,1.1510908062740945,0.13493418412442204,3.839521661550682
Hispanic,0,630.7918740678084,0,0,62.022859753849616,2951.8490693740546,3.480603959957264,4.445189222740165,0.10468302384104634,3.954540966024717
Hispanic,0,780.449146706813,0,0,67.54379532827826,4108.999882271068,4.298673295595385,2.961428965842776,0.038733191244890025,4.064492888278423
Black,0,607.423310895625,1,0,70.30233802717336,3236.989624383583,3.819107959099072,7.452459095231033,0.17877145635149405,3.598546614867528
Black,0,659.1289553897745,0,0,84.11105009112136,1999.6610646556321,4.371372871602475,4.585336006320317,0.12125707555466386,0.40329208670845684
Black,1,647.6912624038347,1,0,50.68900010474307,1798.4078596556906,2.2617844617090714,1.8340838455704942,0.12294436346848753,0.0
White,0,695.1360532076876,0,0,100.0,7209.25063249029,5.95604150654743,2.974649372021857,0.131117791885897,3.7545829650967595
White,0,741.8300713781083,0,0,77.52814634645586,4125.173920352239,4.684925805267502,4.564954335179764,0.05445038788118402,1.3684442465491187
Black,0,602.789958265813,0,0,53.56730965429722,2594.147350071983,3.029326815769863,5.745905665492078,0.11451308067480657,5.824043556184072
Black,1,597.632694374065,0,0,60.12583152688558,2246.041939314568,3.3856398700164063,10.389644664391021,0.1602323579266835,1.8701483767265068
White,0,743.7679848072237,0,0,60.89745818718949,5066.0631094646715,4.127905626533337,5.970892832690826,0.11868364523031769,4.236407531368375
White,0,670.5328681143947,1,0,93.86780657285212,5825.828274500075,5.457206202904792,6.863965024188435,0.22404057599089752,3.3444924467971737
Black,0,546.0792375939369,0,0,75.72725319329822,2113.2589437694282,3.5185658583443478,0.8885821017115987,0.13904261823836334,2.4068840231951727
Black,0,611.3436568823948,0,0,66.87432941978673,3322.413748876428,3.9779431171061472,9.048324653213756,0.08010092382622228,4.769152860374368
White,0,751.6813212408238,0,0,89.41748855364371,7044.490198457889,5.630597305600862,4.270529372060418,0.09525218693004274,3.246592262970948
White,1,690.9616776710486,1,0,58.0377161962782,4021.1736846003178,3.3218343310009915,3.9494762010392295,0.08093447219685017,1.5460080645978105
White,0,747.5673773932316,0,0,87.70783147981255,5367.07012878118,5.534772764541544,5.928014537264928,0.07724642472543425,5.285584355802966
White,0,765.7662083404507,0,0,70.80841341525998,5166.643110380051,4.743797073515293,6.567633071612546,0.10834122802107442,4.750038955663539
White,0,708.448783289596,0,0,99.37384241179385,6788.166678058652,6.186992463715551,9.149117216891973,0.14176507543574732,1.8735246852555154
White,0,731.9317514265225,0,0,74.8600372167166,4622.129361051398,4.873748265297462,8.624685900902715,0.15535791102676783,4.041557964980267
White,0,748.4265628452562,0,0,81.34387441879481,5657.839530220857,5.243489478362471,6.969288524968487,0.21721897303927418,2.9879132351058177
White,0,706.7109627348997,0,0,64.38657016900112,3585.059017374093,4.036419004894841,7.318223932320611,0.11415726348873761,2.790234024672754
Black,1,596.4466912197545,0,0,46.20129595289908,1134.9377986073644,1.937604162489978,2.429627140288501,0.0,2.4567337637309374
White,1,665.5529440973326,0,0,57.32270857231388,1298.710769247189,2.7487920759814246,0.8215330523132423,0.09176969440028239,4.108831652922079
Hispanic,0,669.0892255095285,0,0,66.82904541359768,3115.203555430352,4.225148640392552,9.364470438043323,0.0979224544340835,7.830694764709129
Black,0,678.8317438789333,0,0,64.29515314358923,1911.4497951572175,3.721924229503685,8.855055176071406,0.06504468626955269,3.6576186436724676
Hispanic,0,669.1701346975951,0,0,67.16511871654126,3867.7693586080795,4.07779627004411,8.124281245941566,0.0991567412856678,0.6946600189426606
Black,1,667.9737213116285,0,1,56.38975652363284,1425.527802002606,2.6960253654423507,2.297787591572397,0.16353805991927772,6.029215326308526
White,0,803.4259492736277,0,0,78.92872782829323,4900.0901186020055,5.310321007289974,8.580526636762507,0.17015266360450354,3.6839384081177924
White,0,741.7187373436649,0,1,98.3843689952833,6718.520642502356,6.042310880171394,6.513513753415134,0.18364065131454516,6.46995716440159
White,0,715.3696780619597,0,0,100.0,5860.219411324712,6.17611271539567,7.8322963610385825,0.11237519837346922,4.594534032624744
Hispanic,0,632.9165325386331,0,0,89.80992404117492,3678.0358172977403,5.18166907479785,7.86832247755781,0.13014414262937596,4.562246448352126
White,0,734.6430921575095,0,1,93.57341495716284,6172.700931737887,5.893201045864071,9.93989551238168,0.12701252552924713,6.160033902471678
Black,0,587.6333785785959,0,0,62.318057649945175,3720.31169805475,3.7102919354425907,8.545776356543984,0.18350451587120836,4.361052076580262
Black,1,607.2362171168704,0,0,51.916215307663535,2822.515459587904,3.030201117416192,5.098499871839349,0.15748464847010554,7.64621099031427
Black,1,790.1705704647399,0,0,47.32453498769847,1474.7768684347716,2.7479872561704397,3.2347361673641957,0.09290938421940628,2.073968250637589
White,0,686.368155517345,1,0,65.68813234153113,4860.622901481623,4.144159260263956,9.135858203760153,0.17493939745082532,4.4494783916078
White,0,793.8115985317786,0,0,83.63672647838982,5217.573501103915,5.368522643252316,4.5709459378237165,0.15072870348794454,4.407077745596133
White,0,720.0695800497662,1,0,84.16396258743896,6477.7178203334815,5.291887282979181,8.438541283152777,0.09123636120979581,5.048465676984265
Hispanic,0,673.4430948767082,0,1,63.523373720522514,3077.2844693379643,3.446659441405954,5.514935812393765,0.07100111596434507,0.3378951841476243
White,0,764.6631247977515,0,1,78.74633014002491,5886.974722398394,4.776258945149079,2.395572640889511,0.17009769262653954,3.8833461469540684
White,0,691.3292880220064,1,0,96.25977960006398,5382.912482351263,5.68508922132976,7.703639179758724,0.16743453764770552,5.02269820168354
White,0,683.1309605158766,0,0,77.1196926056078,5139.155464357738,4.8515987238408504,9.275953225211667,0.13163074714118583,1.5883451118587857
Hispanic,1,627.8186733172015,0,0,48.64608676126768,1846.9852718731208,2.452814324630383,3.525160519969173,0.11029500376461629,1.858852446320663
Hispanic,1,651.5055505845337,0,0,41.895771182696386,1789.038164750689,2.4096195192950605,8.676611032303011,0.15145906375189988,1.1256135183567793
White,0,693.1871582506982,0,0,84.88786473782399,5077.303855179357,5.201927252708228,6.46257310785878,0.21041527825325718,3.947864989059367
White,0,747.8177986566349,0,0,89.42230017567836,6828.643744245191,5.72015398490622,6.867095752664146,0.07290055381138384,2.891968554263929
White,0,773.8631685151561,0,0,90.00803043382552,5340.95166745566,5.69390673201572,6.208540452578,0.07205769249103523,3.760409628264988
White,0,825.2211651837586,0,0,74.83939823469653,4265.058972944076,5.117027470431019,9.857448934253176,0.15070505404747114,2.1991254212151894
White,0,718.7771685142789,0,0,87.32841806997634,5871.673461835257,5.469863775811343,8.675713556552799,0.14689387704585677,0.27713573735193053
White,0,819.3812560313003,0,0,87.1716997461329,5906.688263927309,5.896570433120473,9.255771065294903,0.17492800524545749,3.5390711617525508
White,0,616.2225611506215,0,0,89.01376716428919,5985.673439901019,5.237917571910551,6.449973055489903,0.14847518425172126,3.3659096552855137
Hispanic,0,626.1148905750478,0,0,81.17620665084651,3661.242843098943,4.586494779741871,6.146417209202949,0.11714783706488265,2.7846111929688817
White,0,723.1218245316904,0,0,75.88543490233518,4184.064738529116,4.8324801943031295,8.25065252659101,0.14727770366850215,4.199711087882007
Black,1,689.8749903396457,1,0,54.995908141017296,2760.6860024580915,2.981505569326162,2.7671209369994934,0.12980702025840313,3.6515337965965156
White,0,705.7603988197965,0,0,76.30999810748467,4500.262771359275,4.784053261984524,9.735660854353121,0.11332554806783507,0.0
White,0,653.8882749246563,0,1,70.76599527474919,5015.272497504716,4.194554904493125,5.268874347207175,0.2255309704110005,6.6521934094270225
Hispanic,0,694.2079808254127,0,0,72.1831167921087,3294.972641362997,4.312248476639899,7.015077260915201,0.1342346361488351,2.1290936171984174
White,0,718.7090324225834,0,0,78.63864151133026,5125.488220316639,5.12736545339273,9.019751747581592,0.1451441555402997,5.118910890407206
Hispanic,0,703.8905752415277,0,0,67.82501397915578,3194.003494144589,4.394535825192879,10.513858116398817,0.20757208263836585,5.626381055025409
Hispanic,0,731.4760868967999,0,0,82.48120032251875,3558.3144646269434,4.878277970857741,4.508195299781556,0.17678907049179604,2.8212740726717263
White,0,717.7325288843058,0,0,67.51418310900236,5074.793036579502,4.316125343053788,6.338319067837614,0.12398080250303314,1.4264407129172756
White,0,799.6854879502768,0,1,82.67210655145055,5423.317527258881,5.493186424600397,10.86638844303528,0.14572895385892215,5.109004530303834
